TRACTCE10,GEOID10,NAME10,NAMELSAD10,INTPTLAT10,INTPTLON10,nit_long,COUNTYNS10,NAME10_1,NAMELSAD_1,INTPTLAT_1,INTPTLON_1,cancer_num,CID_sum
000400,55101000400,4,Census Tract 4,+42.7350347,-087.7853495,2,01581111,Racine,Racine County,+42.7540747,-087.4146760,0,0
000300,55101000300,3,Census Tract 3,+42.7162670,-087.7930982,2,01581111,Racine,Racine County,+42.7540747,-087.4146760,0,0
000200,55101000200,2,Census Tract 2,+42.7117394,-087.7822715,2,01581111,Racine,Racine County,+42.7540747,-087.4146760,1,31
000100,55101000100,1,Census Tract 1,+42.7274080,-087.7790090,2,01581111,Racine,Racine County,+42.7540747,-087.4146760,0,0
001701,55101001701,17.01,Census Tract 17.01,+42.6903001,-087.8666083,2,01581111,Racine,Racine County,+42.7540747,-087.4146760,1,31
001703,55101001703,17.03,Census Tract 17.03,+42.7134445,-087.9260756,2,01581111,Racine,Racine County,+42.7540747,-087.4146760,11,341
001702,55101001702,17.02,Census Tract 17.02,+42.6955402,-087.8978410,1,01581111,Racine,Racine County,+42.7540747,-087.4146760,5,155
001202,55101001202,12.02,Census Tract 12.02,+42.7451875,-087.8193443,2,01581111,Racine,Racine County,+42.7540747,-087.4146760,0,0
960500,55107960500,9605,Census Tract 9605,+45.4648459,-091.0899209,0,01581114,Rusk,Rusk County,+45.4727340,-091.1367448,0,0
960400,55107960400,9604,Census Tract 9604,+45.3905325,-091.0596574,0,01581114,Rusk,Rusk County,+45.4727340,-091.1367448,10,220
960100,55107960100,9601,Census Tract 9601,+45.5295289,-090.9138394,0,01581114,Rusk,Rusk County,+45.4727340,-091.1367448,19,418
960300,55107960300,9603,Census Tract 9603,+45.3509844,-091.3114202,0,01581114,Rusk,Rusk County,+45.4727340,-091.1367448,4,88
960200,55107960200,9602,Census Tract 9602,+45.4886669,-091.4088947,0,01581114,Rusk,Rusk County,+45.4727340,-091.1367448,20,440
204400,55133204400,2044,Census Tract 2044,+43.1419900,-088.5224063,2,01581126,Waukesha,Waukesha County,+43.0193081,-088.3067069,8,184
200300,55133200300,2003,Census Tract 2003,+43.1474750,-088.1603094,2,01581126,Waukesha,Waukesha County,+43.0193081,-088.3067069,28,644
203405,55133203405,2034.05,Census Tract 2034.05,+43.1396436,-088.3046531,2,01581126,Waukesha,Waukesha County,+43.0193081,-088.3067069,12,276
201202,55133201202,2012.02,Census Tract 2012.02,+43.0395156,-088.1510275,2,01581126,Waukesha,Waukesha County,+43.0193081,-088.3067069,3,69
201102,55133201102,2011.02,Census Tract 2011.02,+43.0251128,-088.0845058,2,01581126,Waukesha,Waukesha County,+43.0193081,-088.3067069,5,115
201101,55133201101,2011.01,Census Tract 2011.01,+43.0381658,-088.1129576,2,01581126,Waukesha,Waukesha County,+43.0193081,-088.3067069,5,115
201000,55133201000,2010,Census Tract 2010,+43.0475203,-088.0870288,2,01581126,Waukesha,Waukesha County,+43.0193081,-088.3067069,7,161
200101,55133200101,2001.01,Census Tract 2001.01,+43.1785159,-088.1350381,2,01581126,Waukesha,Waukesha County,+43.0193081,-088.3067069,1,23
202001,55133202001,2020.01,Census Tract 2020.01,+42.8859564,-088.2677429,2,01581126,Waukesha,Waukesha County,+43.0193081,-088.3067069,39,897
420105,55131420105,4201.05,Census Tract 4201.05,+43.4416619,-088.1715487,1,01581125,Washington,Washington County,+43.3911560,-088.2329166,5,125
420106,55131420106,4201.06,Census Tract 4201.06,+43.4442496,-088.2063241,2,01581125,Washington,Washington County,+43.3911560,-088.2329166,6,150
420402,55131420402,4204.02,Census Tract 4204.02,+43.4303803,-088.2001642,1,01581125,Washington,Washington County,+43.3911560,-088.2329166,0,0
450105,55131450105,4501.05,Census Tract 4501.05,+43.3474301,-088.2377357,1,01581125,Washington,Washington County,+43.3911560,-088.2329166,20,500
450106,55131450106,4501.06,Census Tract 4501.06,+43.3030481,-088.2706837,1,01581125,Washington,Washington County,+43.3911560,-088.2329166,18,450
450104,55131450104,4501.04,Census Tract 4501.04,+43.3017490,-088.1322187,4,01581125,Washington,Washington County,+43.3911560,-088.2329166,24,600
400103,55131400103,4001.03,Census Tract 4001.03,+43.5053644,-088.1055610,1,01581125,Washington,Washington County,+43.3911560,-088.2329166,48,1200
450103,55131450103,4501.03,Census Tract 4501.03,+43.3427948,-088.1346870,1,01581125,Washington,Washington County,+43.3911560,-088.2329166,18,450
400104,55131400104,4001.04,Census Tract 4001.04,+43.4081503,-088.0962255,1,01581125,Washington,Washington County,+43.3911560,-088.2329166,46,1150
440200,55131440200,4402,Census Tract 4402,+43.3169811,-088.3780272,1,01581125,Washington,Washington County,+43.3911560,-088.2329166,5,125
100300,55121100300,1003,Census Tract 1003,+44.3407169,-091.4429494,5,01581120,Trempealeau,Trempealeau County,+44.3030501,-091.3588668,17,323
100200,55121100200,1002,Census Tract 1002,+44.5187248,-091.4286028,6,01581120,Trempealeau,Trempealeau County,+44.3030501,-091.3588668,16,304
100400,55121100400,1004,Census Tract 1004,+44.4029711,-091.2688051,6,01581120,Trempealeau,Trempealeau County,+44.3030501,-091.3588668,11,209
100600,55121100600,1006,Census Tract 1006,+44.2180353,-091.4794313,6,01581120,Trempealeau,Trempealeau County,+44.3030501,-091.3588668,13,247
100500,55121100500,1005,Census Tract 1005,+44.2519059,-091.2741424,6,01581120,Trempealeau,Trempealeau County,+44.3030501,-091.3588668,19,361
001100,55101001100,11,Census Tract 11,+42.7269184,-087.8301750,2,01581111,Racine,Racine County,+42.7540747,-087.4146760,0,0
001001,55101001001,10.01,Census Tract 10.01,+42.7124707,-087.8423553,2,01581111,Racine,Racine County,+42.7540747,-087.4146760,0,0
000904,55101000904,9.04,Census Tract 9.04,+42.6737005,-087.8526136,2,01581111,Racine,Racine County,+42.7540747,-087.4146760,1,31
000901,55101000901,9.01,Census Tract 9.01,+42.7015176,-087.8327290,2,01581111,Racine,Racine County,+42.7540747,-087.4146760,2,62
000800,55101000800,8,Census Tract 8,+42.6856505,-087.7993157,2,01581111,Racine,Racine County,+42.7540747,-087.4146760,3,93
000600,55101000600,6,Census Tract 6,+42.7211471,-087.8120769,3,01581111,Racine,Racine County,+42.7540747,-087.4146760,1,31
000903,55101000903,9.03,Census Tract 9.03,+42.6830833,-087.8278080,2,01581111,Racine,Racine County,+42.7540747,-087.4146760,0,0
980000,55101980000,9800,Census Tract 9800,+42.6919500,-088.0811637,2,01581111,Racine,Racine County,+42.7540747,-087.4146760,0,0
002100,55101002100,21,Census Tract 21,+42.7199077,-088.1401907,2,01581111,Racine,Racine County,+42.7540747,-087.4146760,21,651
203403,55133203403,2034.03,Census Tract 2034.03,+43.1508243,-088.2045253,2,01581126,Waukesha,Waukesha County,+43.0193081,-088.3067069,7,161
202600,55133202600,2026,Census Tract 2026,+43.0063360,-088.2311475,2,01581126,Waukesha,Waukesha County,+43.0193081,-088.3067069,3,69
203200,55133203200,2032,Census Tract 2032,+43.0746650,-088.3247601,2,01581126,Waukesha,Waukesha County,+43.0193081,-088.3067069,12,276
201900,55133201900,2019,Census Tract 2019,+42.8668558,-088.1059246,2,01581126,Waukesha,Waukesha County,+43.0193081,-088.3067069,27,621
203306,55133203306,2033.06,Census Tract 2033.06,+43.0654770,-088.2262876,2,01581126,Waukesha,Waukesha County,+43.0193081,-088.3067069,14,322
201201,55133201201,2012.01,Census Tract 2012.01,+43.0498447,-088.1836218,2,01581126,Waukesha,Waukesha County,+43.0193081,-088.3067069,2,46
204100,55133204100,2041,Census Tract 2041,+43.0597401,-088.4765619,2,01581126,Waukesha,Waukesha County,+43.0193081,-088.3067069,37,851
203406,55133203406,2034.06,Census Tract 2034.06,+43.1617989,-088.2574251,3,01581126,Waukesha,Waukesha County,+43.0193081,-088.3067069,38,874
470202,55131470202,4702.02,Census Tract 4702.02,+43.2066429,-088.1128788,1,01581125,Washington,Washington County,+43.3911560,-088.2329166,3,75
460101,55131460101,4601.01,Census Tract 4601.01,+43.2447288,-088.2583269,0,01581125,Washington,Washington County,+43.3911560,-088.2329166,25,625
410100,55131410100,4101,Census Tract 4101,+43.5142735,-088.2225972,1,01581125,Washington,Washington County,+43.3911560,-088.2329166,28,700
420104,55131420104,4201.04,Census Tract 4201.04,+43.4541014,-088.2300659,1,01581125,Washington,Washington County,+43.3911560,-088.2329166,29,725
400102,55131400102,4001.02,Census Tract 4001.02,+43.4391541,-088.1421831,1,01581125,Washington,Washington County,+43.3911560,-088.2329166,5,125
420300,55131420300,4203,Census Tract 4203,+43.4103743,-088.1662321,1,01581125,Washington,Washington County,+43.3911560,-088.2329166,1,25
420103,55131420103,4201.03,Census Tract 4201.03,+43.3911560,-088.2329166,1,01581125,Washington,Washington County,+43.3911560,-088.2329166,25,625
460102,55131460102,4601.02,Census Tract 4601.02,+43.2237094,-088.2127468,1,01581125,Washington,Washington County,+43.3911560,-088.2329166,13,325
001602,55101001602,16.02,Census Tract 16.02,+42.7706144,-087.8589890,2,01581111,Racine,Racine County,+42.7540747,-087.4146760,3,93
001601,55101001601,16.01,Census Tract 16.01,+42.8071279,-087.9022081,2,01581111,Racine,Racine County,+42.7540747,-087.4146760,20,620
001502,55101001502,15.02,Census Tract 15.02,+42.7919512,-087.8250745,2,01581111,Racine,Racine County,+42.7540747,-087.4146760,8,248
001501,55101001501,15.01,Census Tract 15.01,+42.8214269,-087.8194628,2,01581111,Racine,Racine County,+42.7540747,-087.4146760,6,186
001400,55101001400,14,Census Tract 14,+42.7632460,-087.7847718,2,01581111,Racine,Racine County,+42.7540747,-087.4146760,2,62
001201,55101001201,12.01,Census Tract 12.01,+42.7612343,-087.8141565,2,01581111,Racine,Racine County,+42.7540747,-087.4146760,4,124
002600,55101002600,26,Census Tract 26,+42.6534114,-088.2391045,2,01581111,Racine,Racine County,+42.7540747,-087.4146760,13,403
002402,55101002402,24.02,Census Tract 24.02,+42.6829515,-088.2584939,5,01581111,Racine,Racine County,+42.7540747,-087.4146760,4,124
420200,55131420200,4202,Census Tract 4202,+43.4125921,-088.1932224,0,01581125,Washington,Washington County,+43.3911560,-088.2329166,2,50
470100,55131470100,4701,Census Tract 4701,+43.2452148,-088.1382848,1,01581125,Washington,Washington County,+43.3911560,-088.2329166,33,825
430100,55131430100,4301,Census Tract 4301,+43.4493822,-088.3317659,1,01581125,Washington,Washington County,+43.3911560,-088.2329166,110,2750
960500,55123960500,9605,Census Tract 9605,+43.4675132,-090.8703988,4,01581121,Vernon,Vernon County,+43.5998583,-090.8152256,26,520
960400,55123960400,9604,Census Tract 9604,+43.5624327,-090.8744974,4,01581121,Vernon,Vernon County,+43.5998583,-090.8152256,1,20
960100,55123960100,9601,Census Tract 9601,+43.6417474,-090.4233283,7,01581121,Vernon,Vernon County,+43.5998583,-090.8152256,20,400
960300,55123960300,9603,Census Tract 9603,+43.6440002,-090.8401560,4,01581121,Vernon,Vernon County,+43.5998583,-090.8152256,18,360
960200,55123960200,9602,Census Tract 9602,+43.6528407,-090.6540067,4,01581121,Vernon,Vernon County,+43.5998583,-090.8152256,27,540
960700,55123960700,9607,Census Tract 9607,+43.5763578,-091.1872447,4,01581121,Vernon,Vernon County,+43.5998583,-090.8152256,12,240
960600,55123960600,9606,Census Tract 9606,+43.6252718,-091.0218946,4,01581121,Vernon,Vernon County,+43.5998583,-090.8152256,30,600
041800,55039041800,418,Census Tract 418,+43.6715997,-088.7121905,1,01581079,Fond du Lac,Fond du Lac County,+43.7547219,-088.4932840,11,319
041600,55039041600,416,Census Tract 416,+43.8501323,-088.8564704,2,01581079,Fond du Lac,Fond du Lac County,+43.7547219,-088.4932840,7,203
041500,55039041500,415,Census Tract 415,+43.8467258,-088.7939306,2,01581079,Fond du Lac,Fond du Lac County,+43.7547219,-088.4932840,5,145
041300,55039041300,413,Census Tract 413,+43.8214480,-088.4677366,2,01581079,Fond du Lac,Fond du Lac County,+43.7547219,-088.4932840,4,116
041100,55039041100,411,Census Tract 411,+43.7601509,-088.4169535,2,01581079,Fond du Lac,Fond du Lac County,+43.7547219,-088.4932840,5,145
041000,55039041000,410,Census Tract 410,+43.7598991,-088.4331475,2,01581079,Fond du Lac,Fond du Lac County,+43.7547219,-088.4932840,0,0
040900,55039040900,409,Census Tract 409,+43.7717823,-088.4283411,2,01581079,Fond du Lac,Fond du Lac County,+43.7547219,-088.4932840,0,0
960700,55067960700,9607,Census Tract 9607,+45.1431748,-089.1383609,4,01581093,Langlade,Langlade County,+45.2592039,-089.0681897,0,0
960600,55067960600,9606,Census Tract 9606,+45.1466786,-089.1627594,4,01581093,Langlade,Langlade County,+45.2592039,-089.0681897,0,0
960400,55067960400,9604,Census Tract 9604,+45.1059717,-089.0334764,4,01581093,Langlade,Langlade County,+45.2592039,-089.0681897,7,196
960500,55067960500,9605,Census Tract 9605,+45.2442394,-088.8574890,4,01581093,Langlade,Langlade County,+45.2592039,-089.0681897,29,812
960100,55067960100,9601,Census Tract 9601,+45.3883547,-089.1876189,4,01581093,Langlade,Langlade County,+45.2592039,-089.0681897,22,616
960300,55067960300,9603,Census Tract 9603,+45.2118980,-089.2513330,4,01581093,Langlade,Langlade County,+45.2592039,-089.0681897,11,308
002401,55101002401,24.01,Census Tract 24.01,+42.6934944,-088.2852174,2,01581111,Racine,Racine County,+42.7540747,-087.4146760,7,217
040800,55039040800,408,Census Tract 408,+43.7675403,-088.4396334,2,01581079,Fond du Lac,Fond du Lac County,+43.7547219,-088.4932840,0,0
040700,55039040700,407,Census Tract 407,+43.7547219,-088.4932840,2,01581079,Fond du Lac,Fond du Lac County,+43.7547219,-088.4932840,4,116
040500,55039040500,405,Census Tract 405,+43.7780164,-088.4475965,0,01581079,Fond du Lac,Fond du Lac County,+43.7547219,-088.4932840,2,58
040400,55039040400,404,Census Tract 404,+43.7736851,-088.4700040,2,01581079,Fond du Lac,Fond du Lac County,+43.7547219,-088.4932840,0,0
040300,55039040300,403,Census Tract 403,+43.7882212,-088.4713130,2,01581079,Fond du Lac,Fond du Lac County,+43.7547219,-088.4932840,0,0
040200,55039040200,402,Census Tract 402,+43.7919681,-088.4477887,2,01581079,Fond du Lac,Fond du Lac County,+43.7547219,-088.4932840,0,0
040100,55039040100,401,Census Tract 401,+43.7910031,-088.4320982,2,01581079,Fond du Lac,Fond du Lac County,+43.7547219,-088.4932840,0,0
042000,55039042000,420,Census Tract 420,+43.7985316,-088.3309637,2,01581079,Fond du Lac,Fond du Lac County,+43.7547219,-088.4932840,27,783
041400,55039041400,414,Census Tract 414,+43.8319967,-088.5909493,5,01581079,Fond du Lac,Fond du Lac County,+43.7547219,-088.4932840,54,1566
042100,55039042100,421,Census Tract 421,+43.8441251,-088.2480264,2,01581079,Fond du Lac,Fond du Lac County,+43.7547219,-088.4932840,50,1450
041900,55039041900,419,Census Tract 419,+43.6820193,-088.4115334,2,01581079,Fond du Lac,Fond du Lac County,+43.7547219,-088.4932840,45,1305
042200,55039042200,422,Census Tract 422,+43.5899468,-088.2822140,2,01581079,Fond du Lac,Fond du Lac County,+43.7547219,-088.4932840,33,957
041700,55039041700,417,Census Tract 417,+43.7354368,-088.7846068,2,01581079,Fond du Lac,Fond du Lac County,+43.7547219,-088.4932840,45,1305
970500,55033970500,9705,Census Tract 9705,+44.9093586,-091.9153326,8,01581076,Dunn,Dunn County,+44.9477408,-091.8977203,2,52
970400,55033970400,9704,Census Tract 9704,+44.7984297,-091.7672889,4,01581076,Dunn,Dunn County,+44.9477408,-091.8977203,17,442
970200,55033970200,9702,Census Tract 9702,+45.0040804,-092.0318449,4,01581076,Dunn,Dunn County,+44.9477408,-091.8977203,14,364
970300,55033970300,9703,Census Tract 9703,+44.9760939,-091.7835044,4,01581076,Dunn,Dunn County,+44.9477408,-091.8977203,13,338
010800,55141010800,108,Census Tract 108,+44.3881843,-090.1934924,0,01581130,Wood,Wood County,+44.4614126,-090.0388252,57,1197
011200,55141011200,112,Census Tract 112,+44.3844493,-089.8796484,1,01581130,Wood,Wood County,+44.4614126,-090.0388252,5,105
011600,55141011600,116,Census Tract 116,+44.2849618,-089.7980036,0,01581130,Wood,Wood County,+44.4614126,-090.0388252,13,273
011700,55141011700,117,Census Tract 117,+44.3312112,-089.9116836,0,01581130,Wood,Wood County,+44.4614126,-090.0388252,3,63
010600,55141010600,106,Census Tract 106,+44.6755691,-090.1812977,2,01581130,Wood,Wood County,+44.4614126,-090.0388252,1,21
010300,55141010300,103,Census Tract 103,+44.6661076,-090.1678314,0,01581130,Wood,Wood County,+44.4614126,-090.0388252,0,0
010200,55141010200,102,Census Tract 102,+44.6426093,-090.1123959,0,01581130,Wood,Wood County,+44.4614126,-090.0388252,7,147
000503,55025000503,5.03,Census Tract 5.03,+43.0227000,-089.4860657,9,01581072,Dane,Dane County,+43.0674684,-089.4178523,0,0
012300,55025012300,123,Census Tract 123,+42.8999180,-089.2132785,10,01581072,Dane,Dane County,+43.0674684,-089.4178523,10,380
012201,55025012201,122.01,Census Tract 122.01,+42.9273700,-089.1943694,10,01581072,Dane,Dane County,+43.0674684,-089.4178523,2,76
013200,55025013200,132,Census Tract 132,+43.2435115,-089.4289062,10,01581072,Dane,Dane County,+43.0674684,-089.4178523,74,2812
012001,55025012001,120.01,Census Tract 120.01,+43.0916914,-089.1973312,10,01581072,Dane,Dane County,+43.0674684,-089.4178523,8,304
011900,55025011900,119,Census Tract 119,+43.0204633,-089.0701034,8,01581072,Dane,Dane County,+43.0674684,-089.4178523,54,2052
011506,55025011506,115.06,Census Tract 115.06,+43.1703953,-089.2410520,10,01581072,Dane,Dane County,+43.0674684,-089.4178523,3,114
012002,55025012002,120.02,Census Tract 120.02,+43.0136850,-089.1813616,10,01581072,Dane,Dane County,+43.0674684,-089.4178523,39,1482
011200,55025011200,112,Census Tract 112,+43.1724709,-089.4424248,10,01581072,Dane,Dane County,+43.0674684,-089.4178523,20,760
002402,55025002402,24.02,Census Tract 24.02,+43.1375621,-089.3631747,10,01581072,Dane,Dane County,+43.0674684,-089.4178523,1,38
960800,55137960800,9608,Census Tract 9608,+44.0661427,-089.3084578,4,01581128,Waushara,Waushara County,+44.1128248,-089.2397520,20,780
960300,55137960300,9603,Census Tract 9603,+44.2005859,-089.4237918,4,01581128,Waushara,Waushara County,+44.1128248,-089.2397520,37,1443
960100,55137960100,9601,Census Tract 9601,+44.1738142,-088.9909763,4,01581128,Waushara,Waushara County,+44.1128248,-089.2397520,26,1014
960200,55137960200,9602,Census Tract 9602,+44.1338293,-089.1417720,2,01581128,Waushara,Waushara County,+44.1128248,-089.2397520,22,858
970300,55103970300,9703,Census Tract 9703,+43.3540175,-090.3903590,6,01581112,Richland,Richland County,+43.3761994,-090.4356927,0,0
970400,55103970400,9704,Census Tract 9704,+43.3244887,-090.3715675,6,01581112,Richland,Richland County,+43.3761994,-090.4356927,0,0
970100,55103970100,9701,Census Tract 9701,+43.5041364,-090.4176339,4,01581112,Richland,Richland County,+43.3761994,-090.4356927,11,473
970500,55103970500,9705,Census Tract 9705,+43.2384236,-090.4406430,6,01581112,Richland,Richland County,+43.3761994,-090.4356927,18,774
970200,55103970200,9702,Census Tract 9702,+43.3910668,-090.4390549,6,01581112,Richland,Richland County,+43.3761994,-090.4356927,26,1118
011503,55025011503,115.03,Census Tract 115.03,+43.2087197,-089.2375001,10,01581072,Dane,Dane County,+43.0674684,-089.4178523,4,152
002500,55025002500,25,Census Tract 25,+43.1370111,-089.3366105,10,01581072,Dane,Dane County,+43.0674684,-089.4178523,4,152
002100,55025002100,21,Census Tract 21,+43.1044276,-089.3548380,10,01581072,Dane,Dane County,+43.0674684,-089.4178523,1,38
012400,55025012400,124,Census Tract 124,+42.8891093,-089.3591168,12,01581072,Dane,Dane County,+43.0674684,-089.4178523,28,1064
011700,55025011700,117,Census Tract 117,+43.1489022,-089.1608896,10,01581072,Dane,Dane County,+43.0674684,-089.4178523,26,988
011600,55025011600,116,Census Tract 116,+43.1936422,-089.1922191,10,01581072,Dane,Dane County,+43.0674684,-089.4178523,5,190
010901,55025010901,109.01,Census Tract 109.01,+43.0656636,-089.5491821,10,01581072,Dane,Dane County,+43.0674684,-089.4178523,3,114
012800,55025012800,128,Census Tract 128,+42.9970805,-089.7280637,10,01581072,Dane,Dane County,+43.0674684,-089.4178523,15,570
012700,55025012700,127,Census Tract 127,+43.0816459,-089.7825174,9,01581072,Dane,Dane County,+43.0674684,-089.4178523,57,2166
010600,55025010600,106,Census Tract 106,+42.9788052,-089.3199171,10,01581072,Dane,Dane County,+43.0674684,-089.4178523,20,760
003100,55025003100,31,Census Tract 31,+43.0677589,-089.3011177,10,01581072,Dane,Dane County,+43.0674684,-089.4178523,0,0
960700,55137960700,9607,Census Tract 9607,+44.0241833,-089.0269870,4,01581128,Waushara,Waushara County,+44.1128248,-089.2397520,25,975
960600,55137960600,9606,Census Tract 9606,+44.0275107,-089.2060046,4,01581128,Waushara,Waushara County,+44.1128248,-089.2397520,10,390
960400,55137960400,9604,Census Tract 9604,+44.0645065,-089.4908548,4,01581128,Waushara,Waushara County,+44.1128248,-089.2397520,37,1443
003002,55025003002,30.02,Census Tract 30.02,+43.1022446,-089.3026202,10,01581072,Dane,Dane County,+43.0674684,-089.4178523,2,76
002900,55025002900,29,Census Tract 29,+43.0589140,-089.3180168,4,01581072,Dane,Dane County,+43.0674684,-089.4178523,0,0
002800,55025002800,28,Census Tract 28,+43.0768396,-089.3180740,10,01581072,Dane,Dane County,+43.0674684,-089.4178523,1,38
002700,55025002700,27,Census Tract 27,+43.0940953,-089.3213285,10,01581072,Dane,Dane County,+43.0674684,-089.4178523,1,38
002000,55025002000,20,Census Tract 20,+43.0975675,-089.3388270,10,01581072,Dane,Dane County,+43.0674684,-089.4178523,0,0
001502,55025001502,15.02,Census Tract 15.02,+43.0349973,-089.3434287,10,01581072,Dane,Dane County,+43.0674684,-089.4178523,1,38
013100,55025013100,131,Census Tract 131,+43.1791903,-089.7732048,10,01581072,Dane,Dane County,+43.0674684,-089.4178523,37,1406
013000,55025013000,130,Census Tract 130,+43.1188061,-089.6431420,10,01581072,Dane,Dane County,+43.0674684,-089.4178523,10,380
012900,55025012900,129,Census Tract 129,+43.1677150,-089.6635366,10,01581072,Dane,Dane County,+43.0674684,-089.4178523,56,2128
012600,55025012600,126,Census Tract 126,+42.8895500,-089.6578513,10,01581072,Dane,Dane County,+43.0674684,-089.4178523,56,2128
012100,55025012100,121,Census Tract 121,+42.8834878,-089.1179994,10,01581072,Dane,Dane County,+43.0674684,-089.4178523,31,1178
950200,55129950200,9502,Census Tract 9502,+45.9643637,-091.8985282,0,01581124,Washburn,Washburn County,+45.8924633,-091.7964225,11,462
950300,55129950300,9503,Census Tract 9503,+45.8297903,-091.6401073,0,01581124,Washburn,Washburn County,+45.8924633,-091.7964225,12,504
950100,55129950100,9501,Census Tract 9501,+46.0832361,-091.7675251,0,01581124,Washburn,Washburn County,+45.8924633,-091.7964225,20,840
950500,55129950500,9505,Census Tract 9505,+45.7428800,-091.7768843,1,01581124,Washburn,Washburn County,+45.8924633,-091.7964225,12,504
950600,55129950600,9506,Census Tract 9506,+45.7659559,-091.9426917,0,01581124,Washburn,Washburn County,+45.8924633,-091.7964225,9,378
002201,55139002201,22.01,Census Tract 22.01,+44.1134716,-088.7043347,0,01581129,Winnebago,Winnebago County,+44.0857068,-088.6681488,18,720
001803,55139001803,18.03,Census Tract 18.03,+44.0203360,-088.6134835,0,01581129,Winnebago,Winnebago County,+44.0857068,-088.6681488,3,120
001801,55139001801,18.01,Census Tract 18.01,+43.9923161,-088.6100000,1,01581129,Winnebago,Winnebago County,+44.0857068,-088.6681488,4,160
002202,55139002202,22.02,Census Tract 22.02,+44.2053671,-088.7546101,1,01581129,Winnebago,Winnebago County,+44.0857068,-088.6681488,40,1600
001804,55139001804,18.04,Census Tract 18.04,+44.0460726,-088.6219334,0,01581129,Winnebago,Winnebago County,+44.0857068,-088.6681488,5,200
001700,55139001700,17,Census Tract 17,+44.0775159,-088.5908015,0,01581129,Winnebago,Winnebago County,+44.0857068,-088.6681488,14,560
001600,55139001600,16,Census Tract 16,+44.0887150,-088.4817090,0,01581129,Winnebago,Winnebago County,+44.0857068,-088.6681488,12,480
001200,55139001200,12,Census Tract 12,+44.0155585,-088.5513441,0,01581129,Winnebago,Winnebago County,+44.0857068,-088.6681488,0,0
001100,55139001100,11,Census Tract 11,+44.0197668,-088.5710558,0,01581129,Winnebago,Winnebago County,+44.0857068,-088.6681488,0,0
000900,55139000900,9,Census Tract 9,+44.0474116,-088.5606239,1,01581129,Winnebago,Winnebago County,+44.0857068,-088.6681488,2,80
000800,55139000800,8,Census Tract 8,+44.0356897,-088.5542486,0,01581129,Winnebago,Winnebago County,+44.0857068,-088.6681488,1,40
000700,55139000700,7,Census Tract 7,+44.0265143,-088.5502411,0,01581129,Winnebago,Winnebago County,+44.0857068,-088.6681488,0,0
000500,55139000500,5,Census Tract 5,+44.0235398,-088.5380069,0,01581129,Winnebago,Winnebago County,+44.0857068,-088.6681488,0,0
000406,55025000406,4.06,Census Tract 4.06,+43.0420228,-089.5250605,10,01581072,Dane,Dane County,+43.0674684,-089.4178523,2,76
001802,55025001802,18.02,Census Tract 18.02,+43.0875040,-089.3747347,10,01581072,Dane,Dane County,+43.0674684,-089.4178523,0,0
013700,55025013700,137,Census Tract 137,+42.9629396,-089.5421341,10,01581072,Dane,Dane County,+43.0674684,-089.4178523,4,152
012501,55025012501,125.01,Census Tract 125.01,+42.9272529,-089.3620895,10,01581072,Dane,Dane County,+43.0674684,-089.4178523,5,190
011401,55025011401,114.01,Census Tract 114.01,+43.0707915,-089.2634494,10,01581072,Dane,Dane County,+43.0674684,-089.4178523,6,228
010903,55025010903,109.03,Census Tract 109.03,+43.0239109,-089.5430586,10,01581072,Dane,Dane County,+43.0674684,-089.4178523,5,190
010501,55025010501,105.01,Census Tract 105.01,+43.0337071,-089.2902891,10,01581072,Dane,Dane County,+43.0674684,-089.4178523,3,114
001704,55025001704,17.04,Census Tract 17.04,+43.0729164,-089.3860992,10,01581072,Dane,Dane County,+43.0674684,-089.4178523,0,0
000400,55139000400,4,Census Tract 4,+44.0428820,-088.5354155,0,01581129,Winnebago,Winnebago County,+44.0857068,-088.6681488,0,0
000300,55139000300,3,Census Tract 3,+44.0333440,-088.5119634,0,01581129,Winnebago,Winnebago County,+44.0857068,-088.6681488,13,520
000200,55139000200,2,Census Tract 2,+44.0209323,-088.5243533,1,01581129,Winnebago,Winnebago County,+44.0857068,-088.6681488,0,0
000100,55139000100,1,Census Tract 1,+44.0124098,-088.5251085,0,01581129,Winnebago,Winnebago County,+44.0857068,-088.6681488,0,0
002100,55139002100,21,Census Tract 21,+44.0295336,-088.8281415,0,01581129,Winnebago,Winnebago County,+44.0857068,-088.6681488,65,2600
003701,55139003701,37.01,Census Tract 37.01,+44.1664664,-088.4922352,0,01581129,Winnebago,Winnebago County,+44.0857068,-088.6681488,0,0
003600,55139003600,36,Census Tract 36,+44.1623045,-088.4383842,0,01581129,Winnebago,Winnebago County,+44.0857068,-088.6681488,4,160
003500,55139003500,35,Census Tract 35,+44.1590980,-088.4773931,2,01581129,Winnebago,Winnebago County,+44.0857068,-088.6681488,1,40
001605,55025001605,16.05,Census Tract 16.05,+43.0675800,-089.3896342,10,01581072,Dane,Dane County,+43.0674684,-089.4178523,0,0
001603,55025001603,16.03,Census Tract 16.03,+43.0734025,-089.3954297,10,01581072,Dane,Dane County,+43.0674684,-089.4178523,0,0
001101,55025001101,11.01,Census Tract 11.01,+43.0705626,-089.4073908,6,01581072,Dane,Dane County,+43.0674684,-089.4178523,0,0
000901,55025000901,9.01,Census Tract 9.01,+43.0651917,-089.4227799,10,01581072,Dane,Dane County,+43.0674684,-089.4178523,0,0
